"varresp_ini";"varresp_fim";"qt_sem_hist";"historico_ini";"historico_fim";"retorno_esp_modelo";"retorno_real"
"21/12/2015";"25/12/2015";10;"12/10/2015";"18/12/2015";0,101808528484658;-0,626107953581043
"21/12/2015";"25/12/2015";9;"19/10/2015";"18/12/2015";0,229771492387761;-0,816421091490964
"21/12/2015";"25/12/2015";8;"26/10/2015";"18/12/2015";-0,0782596848052799;0,077718156752012
"21/12/2015";"25/12/2015";7;"02/11/2015";"18/12/2015";0,216167040351565;0,283005370471176
"21/12/2015";"25/12/2015";6;"09/11/2015";"18/12/2015";-0,122920541534001;0,285025570473885
"21/12/2015";"25/12/2015";5;"16/11/2015";"18/12/2015";-0,0270410724343259;0,278935262225207
"21/12/2015";"25/12/2015";4;"23/11/2015";"18/12/2015";-0,353713123419002;0,239305034949845
"21/12/2015";"25/12/2015";3;"30/11/2015";"18/12/2015";1,14623733001841;-0,648284001419536
"21/12/2015";"25/12/2015";2;"07/12/2015";"18/12/2015";2,44058889922713;-1,19514750675107
"28/12/2015";"01/01/2016";15;"14/09/2015";"25/12/2015";-0,00893395001870767;1,11384601005903
"28/12/2015";"01/01/2016";14;"21/09/2015";"25/12/2015";0,424571100368243;2,19989267546153
"28/12/2015";"01/01/2016";13;"28/09/2015";"25/12/2015";0,07687992458713;2,39403396211241
"28/12/2015";"01/01/2016";12;"05/10/2015";"25/12/2015";0,115158405320734;2,47805075053768
"28/12/2015";"01/01/2016";11;"12/10/2015";"25/12/2015";-0,0436895730492871;2,38089388157844
"28/12/2015";"01/01/2016";10;"19/10/2015";"25/12/2015";0,0350761276105075;1,80467879780667
"28/12/2015";"01/01/2016";9;"26/10/2015";"25/12/2015";-0,0855160600032236;0,327499513264959
"28/12/2015";"01/01/2016";8;"02/11/2015";"25/12/2015";0,198467527757248;0,929571305850411
"28/12/2015";"01/01/2016";7;"09/11/2015";"25/12/2015";-0,0550319733395209;0,742228239649779
"28/12/2015";"01/01/2016";6;"16/11/2015";"25/12/2015";0,0377933831046947;0,732005333048635
"28/12/2015";"01/01/2016";5;"23/11/2015";"25/12/2015";-0,0972473791936649;0,678175917930396
"28/12/2015";"01/01/2016";4;"30/11/2015";"25/12/2015";0,0418671037166437;0,796067282226394
"28/12/2015";"01/01/2016";3;"07/12/2015";"25/12/2015";0,732550391564342;3,51141044776793
"28/12/2015";"01/01/2016";2;"14/12/2015";"25/12/2015";4,85682641646716;1,60132164985879
"04/01/2016";"08/01/2016";15;"21/09/2015";"01/01/2016";0,629350545044964;-5,73449335144413
"04/01/2016";"08/01/2016";14;"28/09/2015";"01/01/2016";0,248915975293144;-5,2886060474635
"04/01/2016";"08/01/2016";13;"05/10/2015";"01/01/2016";0,324608191353716;-4,91581131275428
"04/01/2016";"08/01/2016";12;"12/10/2015";"01/01/2016";0,18877388256918;-4,86077316737121
"04/01/2016";"08/01/2016";11;"19/10/2015";"01/01/2016";0,217680327628694;-4,83936935909127
"04/01/2016";"08/01/2016";10;"26/10/2015";"01/01/2016";-0,00141505227302682;-3,61710025950703
"04/01/2016";"08/01/2016";9;"02/11/2015";"01/01/2016";0,295849410789355;-3,76511085482382
"04/01/2016";"08/01/2016";8;"09/11/2015";"01/01/2016";0,0379228802173963;-3,700127533966
"04/01/2016";"08/01/2016";7;"16/11/2015";"01/01/2016";0,129667970642815;-3,71837098527551
"04/01/2016";"08/01/2016";6;"23/11/2015";"01/01/2016";0,0947938069332701;-3,6950959955415
"04/01/2016";"08/01/2016";5;"30/11/2015";"01/01/2016";0,496901028929703;-4,50529532207856
"04/01/2016";"08/01/2016";4;"07/12/2015";"01/01/2016";2,94548350315235;-8,92819911449799
"04/01/2016";"08/01/2016";3;"14/12/2015";"01/01/2016";3,20606208926284;-15,7206248999734
"04/01/2016";"08/01/2016";2;"21/12/2015";"01/01/2016";3,01338123266514;-15,9821395133969
"11/01/2016";"15/01/2016";15;"28/09/2015";"08/01/2016";-0,277141881441053;-0,498636285897433
"11/01/2016";"15/01/2016";14;"05/10/2015";"08/01/2016";-0,221853020915549;-0,791514304686999
"11/01/2016";"15/01/2016";13;"12/10/2015";"08/01/2016";-0,379971882838283;-0,893005422736244
"11/01/2016";"15/01/2016";12;"19/10/2015";"08/01/2016";-0,346794622595508;-1,63193293714693
"11/01/2016";"15/01/2016";11;"26/10/2015";"08/01/2016";-0,400722555185037;-3,45823305635197
"11/01/2016";"15/01/2016";10;"02/11/2015";"08/01/2016";-0,233162843581113;-2,7407813833311
"11/01/2016";"15/01/2016";9;"09/11/2015";"08/01/2016";-0,412793312118736;-2,86377402681584
"11/01/2016";"15/01/2016";8;"16/11/2015";"08/01/2016";-0,390478512089368;-2,86938391282832
"11/01/2016";"15/01/2016";7;"23/11/2015";"08/01/2016";-0,346421624065965;-2,74233610994442
"11/01/2016";"15/01/2016";6;"30/11/2015";"08/01/2016";-0,615564924236556;-3,01240076917234
"11/01/2016";"15/01/2016";5;"07/12/2015";"08/01/2016";-0,573861858335673;-2,82127022632789
"11/01/2016";"15/01/2016";4;"14/12/2015";"08/01/2016";-0,595769159058277;-3,42875031801176
"11/01/2016";"15/01/2016";3;"21/12/2015";"08/01/2016";-0,790453581028683;-4,24571775334871
"11/01/2016";"15/01/2016";2;"28/12/2015";"08/01/2016";-1,61447452457021;-4,24547064423637
"18/01/2016";"22/01/2016";15;"05/10/2015";"15/01/2016";-0,204154725972837;-3,23364181619835
"18/01/2016";"22/01/2016";14;"12/10/2015";"15/01/2016";-0,306742339420702;-3,15472567906775
"18/01/2016";"22/01/2016";13;"19/10/2015";"15/01/2016";-0,328691134198331;-3,14416874233482
"18/01/2016";"22/01/2016";12;"26/10/2015";"15/01/2016";-0,483247193379701;-1,68198287434091
"18/01/2016";"22/01/2016";11;"02/11/2015";"15/01/2016";-0,164473452004459;-1,71831603016541
"18/01/2016";"22/01/2016";10;"09/11/2015";"15/01/2016";-0,348330230211883;-1,65776503509758
"18/01/2016";"22/01/2016";9;"16/11/2015";"15/01/2016";-0,333610726932688;-1,67489342154303
"18/01/2016";"22/01/2016";8;"23/11/2015";"15/01/2016";-0,188268254974055;-1,74434562919073
"18/01/2016";"22/01/2016";7;"30/11/2015";"15/01/2016";-0,184693826031797;-1,85798516601828
"18/01/2016";"22/01/2016";6;"07/12/2015";"15/01/2016";0,273759465078102;-2,26133342339724
"18/01/2016";"22/01/2016";5;"14/12/2015";"15/01/2016";-0,0136270204485743;-1,89841330677342
"18/01/2016";"22/01/2016";4;"21/12/2015";"15/01/2016";-0,77373721136293;-1,70382457878708
"18/01/2016";"22/01/2016";3;"28/12/2015";"15/01/2016";-1,5378076152887;-1,32205268933437
"18/01/2016";"22/01/2016";2;"04/01/2016";"15/01/2016";-3,07875438352006;-0,978660942306922
"25/01/2016";"29/01/2016";15;"12/10/2015";"22/01/2016";-0,637778473027451;5,27743638717
"25/01/2016";"29/01/2016";14;"19/10/2015";"22/01/2016";-0,647165340493888;5,67752654073558
"25/01/2016";"29/01/2016";13;"26/10/2015";"22/01/2016";-0,614210669823081;7,46183880587188
"25/01/2016";"29/01/2016";12;"02/11/2015";"22/01/2016";-0,380897994301786;7,12008666671513
"25/01/2016";"29/01/2016";11;"09/11/2015";"22/01/2016";-0,542015612387461;7,20498093395873
"25/01/2016";"29/01/2016";10;"16/11/2015";"22/01/2016";-0,552664117658025;7,15397156058169
"25/01/2016";"29/01/2016";9;"23/11/2015";"22/01/2016";-0,518230488648488;7,12042080937421
"25/01/2016";"29/01/2016";8;"30/11/2015";"22/01/2016";-0,678473039042276;7,20518645027008
"25/01/2016";"29/01/2016";7;"07/12/2015";"22/01/2016";-0,655519792722002;7,05086145016954
"25/01/2016";"29/01/2016";6;"14/12/2015";"22/01/2016";-0,711614530591592;7,37213299951914
"25/01/2016";"29/01/2016";5;"21/12/2015";"22/01/2016";-1,08142434271375;7,34304260683507
"25/01/2016";"29/01/2016";4;"28/12/2015";"22/01/2016";-1,56636094841592;7,65695383759694
"25/01/2016";"29/01/2016";3;"04/01/2016";"22/01/2016";-2,23530719911667;7,29652394063329
"25/01/2016";"29/01/2016";2;"11/01/2016";"22/01/2016";0,000747573606235408;3,15908843165667
"01/02/2016";"05/02/2016";15;"19/10/2015";"29/01/2016";-0,152422960428305;5,35406618482255
"01/02/2016";"05/02/2016";14;"26/10/2015";"29/01/2016";-0,0870417418572103;5,47249392318401
"01/02/2016";"05/02/2016";13;"02/11/2015";"29/01/2016";0,30064125310906;5,7985187818482
"01/02/2016";"05/02/2016";12;"09/11/2015";"29/01/2016";0,233789620347245;5,86136374878188
"01/02/2016";"05/02/2016";11;"16/11/2015";"29/01/2016";0,225546886297112;5,65456358967768
"01/02/2016";"05/02/2016";10;"23/11/2015";"29/01/2016";0,39691346881171;5,83648029110962
"01/02/2016";"05/02/2016";9;"30/11/2015";"29/01/2016";0,458182251087145;5,78330511527911
"01/02/2016";"05/02/2016";8;"07/12/2015";"29/01/2016";0,546845933290731;5,41619923556486
"01/02/2016";"05/02/2016";7;"14/12/2015";"29/01/2016";0,660287187934945;5,82275049742758
"01/02/2016";"05/02/2016";6;"21/12/2015";"29/01/2016";0,0906597453330298;5,54607684955191
"01/02/2016";"05/02/2016";5;"28/12/2015";"29/01/2016";0,0108475376491485;5,42777171930933
"01/02/2016";"05/02/2016";4;"04/01/2016";"29/01/2016";-0,429003825242026;4,98606324498954
"01/02/2016";"05/02/2016";3;"11/01/2016";"29/01/2016";1,17657217104166;3,28184604595431
"01/02/2016";"05/02/2016";2;"18/01/2016";"29/01/2016";2,50477635955234;6,85848513145109
"08/02/2016";"12/02/2016";15;"26/10/2015";"05/02/2016";0,266333643894894;0,608875960579178
"08/02/2016";"12/02/2016";14;"02/11/2015";"05/02/2016";0,646749626865517;1,42359139915234
"08/02/2016";"12/02/2016";13;"09/11/2015";"05/02/2016";0,646387664416776;1,50152642758781
"08/02/2016";"12/02/2016";12;"16/11/2015";"05/02/2016";0,681584265165726;1,30610755829129
"08/02/2016";"12/02/2016";11;"23/11/2015";"05/02/2016";0,906828773271928;1,59769241567302
"08/02/2016";"12/02/2016";10;"30/11/2015";"05/02/2016";1,02257518765447;1,742712379197
"08/02/2016";"12/02/2016";9;"07/12/2015";"05/02/2016";1,14554765993487;1,57692151071732
"08/02/2016";"12/02/2016";8;"14/12/2015";"05/02/2016";1,32036325111014;1,60918468662277
"08/02/2016";"12/02/2016";7;"21/12/2015";"05/02/2016";0,996987507902492;1,51843276105055
"08/02/2016";"12/02/2016";6;"28/12/2015";"05/02/2016";1,09351235436735;1,55764853094049
"08/02/2016";"12/02/2016";5;"04/01/2016";"05/02/2016";0,753820467168239;0,328485342483422
"08/02/2016";"12/02/2016";4;"11/01/2016";"05/02/2016";1,71980480726106;-0,714337433895713
"08/02/2016";"12/02/2016";3;"18/01/2016";"05/02/2016";4,62268354178228;-5,36567447447614
"08/02/2016";"12/02/2016";2;"25/01/2016";"05/02/2016";16,6026672557678;-5,40882584576628
"15/02/2016";"19/02/2016";15;"02/11/2015";"12/02/2016";0,719606508200546;-1,1418980916571
"15/02/2016";"19/02/2016";14;"09/11/2015";"12/02/2016";0,742362701996446;-1,80141111758185
"15/02/2016";"19/02/2016";13;"16/11/2015";"12/02/2016";0,795399619979275;-1,75306827534772
"15/02/2016";"19/02/2016";12;"23/11/2015";"12/02/2016";0,984382961300685;-1,37699453068276
"15/02/2016";"19/02/2016";11;"30/11/2015";"12/02/2016";1,1139929143316;-0,379606852057638
"15/02/2016";"19/02/2016";10;"07/12/2015";"12/02/2016";1,33354008605663;0,236145468276306
"15/02/2016";"19/02/2016";9;"14/12/2015";"12/02/2016";1,38289173829034;-1,04470708160741
"15/02/2016";"19/02/2016";8;"21/12/2015";"12/02/2016";1,05724932645468;-1,34750234928455
"15/02/2016";"19/02/2016";7;"28/12/2015";"12/02/2016";1,16411687135049;-0,881780333667614
"15/02/2016";"19/02/2016";6;"04/01/2016";"12/02/2016";0,829182380348736;-1,1345267770178
"15/02/2016";"19/02/2016";5;"11/01/2016";"12/02/2016";1,3870523293739;6,77924779223437
"15/02/2016";"19/02/2016";4;"18/01/2016";"12/02/2016";1,64887249463484;6,60782617617714
"15/02/2016";"19/02/2016";3;"25/01/2016";"12/02/2016";3,87465785601739;7,25032779598305
"15/02/2016";"19/02/2016";2;"01/02/2016";"12/02/2016";4,03047792354662;7,58731044734723
"22/02/2016";"26/02/2016";15;"09/11/2015";"19/02/2016";0,800042616269282;-0,442745310300647
"22/02/2016";"26/02/2016";14;"16/11/2015";"19/02/2016";0,831446159009477;-0,500016477225293
"22/02/2016";"26/02/2016";13;"23/11/2015";"19/02/2016";1,1944936308402;-0,613206627938075
"22/02/2016";"26/02/2016";12;"30/11/2015";"19/02/2016";1,36855594307421;-0,568060577116682
"22/02/2016";"26/02/2016";11;"07/12/2015";"19/02/2016";1,5441517160326;-0,565207952008813
"22/02/2016";"26/02/2016";10;"14/12/2015";"19/02/2016";1,631069031001;-0,578362102463025
"22/02/2016";"26/02/2016";9;"21/12/2015";"19/02/2016";1,13894112212546;-0,582554048950795
"22/02/2016";"26/02/2016";8;"28/12/2015";"19/02/2016";1,32722748381017;-0,569055393209861
"22/02/2016";"26/02/2016";7;"04/01/2016";"19/02/2016";0,939427462592235;-0,557750603805945
"22/02/2016";"26/02/2016";6;"11/01/2016";"19/02/2016";2,01939304941931;-0,506538437022748
"22/02/2016";"26/02/2016";5;"18/01/2016";"19/02/2016";2,33862602528193;-0,571841123952013
"22/02/2016";"26/02/2016";4;"25/01/2016";"19/02/2016";4,45838387551244;-0,837778914151948
"22/02/2016";"26/02/2016";3;"01/02/2016";"19/02/2016";4,79323389426126;-0,462368817518839
"22/02/2016";"26/02/2016";2;"08/02/2016";"19/02/2016";0,11380850899531;-3,68680213302425
"29/02/2016";"04/03/2016";15;"16/11/2015";"26/02/2016";0,678805226956817;5,73780741103151
"29/02/2016";"04/03/2016";14;"23/11/2015";"26/02/2016";1,05946966491701;2,69312010066333
"29/02/2016";"04/03/2016";13;"30/11/2015";"26/02/2016";1,04196185392353;5,30786100569878
"29/02/2016";"04/03/2016";12;"07/12/2015";"26/02/2016";1,28691483051568;3,17895964413879
"29/02/2016";"04/03/2016";11;"14/12/2015";"26/02/2016";1,32988484480974;3,0726378501168
"29/02/2016";"04/03/2016";10;"21/12/2015";"26/02/2016";0,90851413303153;3,29145664150018
"29/02/2016";"04/03/2016";9;"28/12/2015";"26/02/2016";1,03717753278004;3,20676366795472
"29/02/2016";"04/03/2016";8;"04/01/2016";"26/02/2016";0,726346873518575;4,14987752205222
"29/02/2016";"04/03/2016";7;"11/01/2016";"26/02/2016";1,60841419107792;5,44702289648546
"29/02/2016";"04/03/2016";6;"18/01/2016";"26/02/2016";1,74759068752305;6,44251816600274
"29/02/2016";"04/03/2016";5;"25/01/2016";"26/02/2016";2,90693534196866;11,8423804583058
"29/02/2016";"04/03/2016";4;"01/02/2016";"26/02/2016";2,10974148416771;13,9612648888122
"29/02/2016";"04/03/2016";3;"08/02/2016";"26/02/2016";0,769583296755572;11,168742744928
"29/02/2016";"04/03/2016";2;"15/02/2016";"26/02/2016";6,70019286726341;38,582289379858
"07/03/2016";"11/03/2016";15;"23/11/2015";"04/03/2016";1,1644594302307;-0,821079062468123
"07/03/2016";"11/03/2016";14;"30/11/2015";"04/03/2016";1,36493101398169;-0,733326701553958
"07/03/2016";"11/03/2016";13;"07/12/2015";"04/03/2016";1,43701760344522;-0,511697804275349
"07/03/2016";"11/03/2016";12;"14/12/2015";"04/03/2016";1,44013463688368;-0,508037282706292
"07/03/2016";"11/03/2016";11;"21/12/2015";"04/03/2016";1,12606825857252;-0,496053546656361
"07/03/2016";"11/03/2016";10;"28/12/2015";"04/03/2016";1,24653474318075;-0,486419690335582
"07/03/2016";"11/03/2016";9;"04/01/2016";"04/03/2016";1,12406731430015;-0,0720248157207577
"07/03/2016";"11/03/2016";8;"11/01/2016";"04/03/2016";2,11992495354838;0,566902021524243
"07/03/2016";"11/03/2016";7;"18/01/2016";"04/03/2016";2,38012144145081;1,03384458099788
"07/03/2016";"11/03/2016";6;"25/01/2016";"04/03/2016";3,91295587387563;0,00441449237336583
"07/03/2016";"11/03/2016";5;"01/02/2016";"04/03/2016";4,03340494083775;0,000651479222164812
"07/03/2016";"11/03/2016";4;"08/02/2016";"04/03/2016";4,32727342084516;0,308094616318054
"07/03/2016";"11/03/2016";3;"15/02/2016";"04/03/2016";14,9143515696017;3,0207820758701
"07/03/2016";"11/03/2016";2;"22/02/2016";"04/03/2016";28,7170978874181;12,0493535070116
"14/03/2016";"18/03/2016";15;"30/11/2015";"11/03/2016";1,1284460292989;5,3041412504102
"14/03/2016";"18/03/2016";14;"07/12/2015";"11/03/2016";1,21415110509579;5,64331759595117
"14/03/2016";"18/03/2016";13;"14/12/2015";"11/03/2016";1,22144062718481;5,54305758110372
"14/03/2016";"18/03/2016";12;"21/12/2015";"11/03/2016";0,95775193950724;5,51520587589081
"14/03/2016";"18/03/2016";11;"28/12/2015";"11/03/2016";1,06948085557666;5,55324956578367
"14/03/2016";"18/03/2016";10;"04/01/2016";"11/03/2016";1,04894563225586;5,77085957124094
"14/03/2016";"18/03/2016";9;"11/01/2016";"11/03/2016";2,02040218323553;6,52981220707054
"14/03/2016";"18/03/2016";8;"18/01/2016";"11/03/2016";2,38456052960334;6,49234964959165
"14/03/2016";"18/03/2016";7;"25/01/2016";"11/03/2016";4,02098984442854;5,23998866968529
"14/03/2016";"18/03/2016";6;"01/02/2016";"11/03/2016";4,39207345738166;5,39610373860224
"14/03/2016";"18/03/2016";5;"08/02/2016";"11/03/2016";4,04442627155742;5,5082658478728
"14/03/2016";"18/03/2016";4;"15/02/2016";"11/03/2016";15,7437450615838;-0,765765868172793
"14/03/2016";"18/03/2016";3;"22/02/2016";"11/03/2016";30,6035968063333;-3,56804196873159
"14/03/2016";"18/03/2016";2;"29/02/2016";"11/03/2016";50,6523283797132;-5,44221578111791
"21/03/2016";"25/03/2016";15;"07/12/2015";"18/03/2016";1,53112167054031;10,2823558294543
"21/03/2016";"25/03/2016";14;"14/12/2015";"18/03/2016";1,5467124775464;10,5358176941867
"21/03/2016";"25/03/2016";13;"21/12/2015";"18/03/2016";1,29961295342032;10,3868330644363
"21/03/2016";"25/03/2016";12;"28/12/2015";"18/03/2016";1,49353108862428;10,1016298318294
"21/03/2016";"25/03/2016";11;"04/01/2016";"18/03/2016";1,47820575744258;8,20801226368392
"21/03/2016";"25/03/2016";10;"11/01/2016";"18/03/2016";2,72738724594129;6,70880179753887
"21/03/2016";"25/03/2016";9;"18/01/2016";"18/03/2016";3,29911638283108;4,86323510741532
"21/03/2016";"25/03/2016";8;"25/01/2016";"18/03/2016";4,13211977819901;12,5002102316589
"21/03/2016";"25/03/2016";7;"01/02/2016";"18/03/2016";4,47063888523012;12,9195320166915
"21/03/2016";"25/03/2016";6;"08/02/2016";"18/03/2016";4,26747807082875;12,7355672814646
"21/03/2016";"25/03/2016";5;"15/02/2016";"18/03/2016";6,39688613483496;8,36274323962231
"21/03/2016";"25/03/2016";4;"22/02/2016";"18/03/2016";6,33100046267606;2,84033738342474
"21/03/2016";"25/03/2016";3;"29/02/2016";"18/03/2016";21,9907021744059;0,843020902682972
"21/03/2016";"25/03/2016";2;"07/03/2016";"18/03/2016";12,1659208757982;1,59007379290187
"28/03/2016";"01/04/2016";15;"14/12/2015";"25/03/2016";1,9467582934087;1,78033140709533
"28/03/2016";"01/04/2016";14;"21/12/2015";"25/03/2016";1,76203616102682;1,77661927792745
"28/03/2016";"01/04/2016";13;"28/12/2015";"25/03/2016";2,0396726560221;1,71591947597269
"28/03/2016";"01/04/2016";12;"04/01/2016";"25/03/2016";1,9743501357567;1,83993535857706
"28/03/2016";"01/04/2016";11;"11/01/2016";"25/03/2016";3,22987464715523;1,78470134864256
"28/03/2016";"01/04/2016";10;"18/01/2016";"25/03/2016";3,735192907856;1,64713903320185
"28/03/2016";"01/04/2016";9;"25/01/2016";"25/03/2016";5,2349981439418;2,38966301455883
"28/03/2016";"01/04/2016";8;"01/02/2016";"25/03/2016";5,8666284095553;2,21476483020993
"28/03/2016";"01/04/2016";7;"08/02/2016";"25/03/2016";5,77278590807796;2,49355214280921
"28/03/2016";"01/04/2016";6;"15/02/2016";"25/03/2016";7,33958919030407;3,61597443199509
"28/03/2016";"01/04/2016";5;"22/02/2016";"25/03/2016";7,41095378579731;1,76150624849969
"28/03/2016";"01/04/2016";4;"29/02/2016";"25/03/2016";9,7632638120568;3,69742381544923
"28/03/2016";"01/04/2016";3;"07/03/2016";"25/03/2016";7,6856468270374;8,04095822781433
"28/03/2016";"01/04/2016";2;"14/03/2016";"25/03/2016";9,91191815482522;8,4053412828464
"04/04/2016";"08/04/2016";15;"21/12/2015";"01/04/2016";1,75392285157108;-0,0425016727490997
"04/04/2016";"08/04/2016";14;"28/12/2015";"01/04/2016";1,98805000233726;-0,246342692018586
"04/04/2016";"08/04/2016";13;"04/01/2016";"01/04/2016";1,9633922271218;-0,514968024899409
"04/04/2016";"08/04/2016";12;"11/01/2016";"01/04/2016";2,93860192463635;-0,984936121495819
"04/04/2016";"08/04/2016";11;"18/01/2016";"01/04/2016";3,27426829551459;-1,26148450848072
"04/04/2016";"08/04/2016";10;"25/01/2016";"01/04/2016";5,51822912338326;0,826134505716072
"04/04/2016";"08/04/2016";9;"01/02/2016";"01/04/2016";5,79921367699801;1,56447924355252
"04/04/2016";"08/04/2016";8;"08/02/2016";"01/04/2016";5,72701627696792;1,93104025175415
"04/04/2016";"08/04/2016";7;"15/02/2016";"01/04/2016";7,30250033316989;0,717918266190514
"04/04/2016";"08/04/2016";6;"22/02/2016";"01/04/2016";6,61755107162355;0,917265796798948
"04/04/2016";"08/04/2016";5;"29/02/2016";"01/04/2016";9,77408709340133;1,52256233843046
"04/04/2016";"08/04/2016";4;"07/03/2016";"01/04/2016";8,13062041541447;0,504014898650673
"04/04/2016";"08/04/2016";3;"14/03/2016";"01/04/2016";9,11039878728832;1,0068154653281
"04/04/2016";"08/04/2016";2;"21/03/2016";"01/04/2016";8,83298213272776;1,4143501735989
"11/04/2016";"15/04/2016";15;"28/12/2015";"08/04/2016";2,18308817033767;1,53963482254014
"11/04/2016";"15/04/2016";14;"04/01/2016";"08/04/2016";2,02694469716729;1,7168329293969
"11/04/2016";"15/04/2016";13;"11/01/2016";"08/04/2016";2,71427625942588;2,05767256566929
"11/04/2016";"15/04/2016";12;"18/01/2016";"08/04/2016";2,9777354717077;2,60253868466044
"11/04/2016";"15/04/2016";11;"25/01/2016";"08/04/2016";4,90462416749502;4,40429491933051
"11/04/2016";"15/04/2016";10;"01/02/2016";"08/04/2016";5,17558206033391;4,25570045126383
"11/04/2016";"15/04/2016";9;"08/02/2016";"08/04/2016";5,13794727600895;4,29124947748305
"11/04/2016";"15/04/2016";8;"15/02/2016";"08/04/2016";6,08553565192428;5,05415363934706
"11/04/2016";"15/04/2016";7;"22/02/2016";"08/04/2016";5,51640519736678;4,87995324819611
"11/04/2016";"15/04/2016";6;"29/02/2016";"08/04/2016";7,61434999581338;5,00311276821081
"11/04/2016";"15/04/2016";5;"07/03/2016";"08/04/2016";6,63342710409011;6,28572939983543
"11/04/2016";"15/04/2016";4;"14/03/2016";"08/04/2016";7,00686889872435;5,79025777800672
"11/04/2016";"15/04/2016";3;"21/03/2016";"08/04/2016";6,71467071515407;5,46599844898832
"11/04/2016";"15/04/2016";2;"28/03/2016";"08/04/2016";3,51102677292575;1,95257396101848
"18/04/2016";"22/04/2016";15;"04/01/2016";"15/04/2016";1,97792679382541;-0,872659513941692
"18/04/2016";"22/04/2016";14;"11/01/2016";"15/04/2016";2,84467970911218;-0,527919766037166
"18/04/2016";"22/04/2016";13;"18/01/2016";"15/04/2016";3,07201761774523;-0,0213652776006708
"18/04/2016";"22/04/2016";12;"25/01/2016";"15/04/2016";4,79310732796811;0,502644953523817
"18/04/2016";"22/04/2016";11;"01/02/2016";"15/04/2016";5,16912077385117;1,97620824838576
"18/04/2016";"22/04/2016";10;"08/02/2016";"15/04/2016";5,15346551499687;0,995748912612155
"18/04/2016";"22/04/2016";9;"15/02/2016";"15/04/2016";6,12446501429355;2,17540302950598
"18/04/2016";"22/04/2016";8;"22/02/2016";"15/04/2016";5,61383775943378;2,12670453025998
"18/04/2016";"22/04/2016";7;"29/02/2016";"15/04/2016";7,16958616166737;0,963289088839674
"18/04/2016";"22/04/2016";6;"07/03/2016";"15/04/2016";6,81758639287905;1,40617424663457
"18/04/2016";"22/04/2016";5;"14/03/2016";"15/04/2016";7,00140241151976;0,644341398771296
"18/04/2016";"22/04/2016";4;"21/03/2016";"15/04/2016";6,37818813245263;1,62938023519245
"18/04/2016";"22/04/2016";3;"28/03/2016";"15/04/2016";3,22332801053738;1,08383063368073
"18/04/2016";"22/04/2016";2;"04/04/2016";"15/04/2016";3,1643261798207;1,00310624146205
"25/04/2016";"29/04/2016";15;"11/01/2016";"22/04/2016";3,02332215667463;-1,1532742690758
"25/04/2016";"29/04/2016";14;"18/01/2016";"22/04/2016";3,41974179834456;-1,29226845485724
"25/04/2016";"29/04/2016";13;"25/01/2016";"22/04/2016";4,41918838970309;-0,219948298634533
"25/04/2016";"29/04/2016";12;"01/02/2016";"22/04/2016";5,04195171965018;-1,01589534742997
"25/04/2016";"29/04/2016";11;"08/02/2016";"22/04/2016";4,87478851968009;-0,334822621535485
"25/04/2016";"29/04/2016";10;"15/02/2016";"22/04/2016";5,82697651056299;-1,65282197978816
"25/04/2016";"29/04/2016";9;"22/02/2016";"22/04/2016";5,52856257547633;-1,59265541307252
"25/04/2016";"29/04/2016";8;"29/02/2016";"22/04/2016";6,83728377750725;-0,89411179040641
"25/04/2016";"29/04/2016";7;"07/03/2016";"22/04/2016";6,13901061956945;-0,787620886240689
"25/04/2016";"29/04/2016";6;"14/03/2016";"22/04/2016";5,50983933390917;-0,926852123087186
"25/04/2016";"29/04/2016";5;"21/03/2016";"22/04/2016";5,68392663588986;-1,08412479337931
"25/04/2016";"29/04/2016";4;"28/03/2016";"22/04/2016";3,11510718170734;-0,863389340171047
"25/04/2016";"29/04/2016";3;"04/04/2016";"22/04/2016";3,08359564198712;-0,917224897730362
"25/04/2016";"29/04/2016";2;"11/04/2016";"22/04/2016";24,3935915106226;-3,84461868291638
